x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.11630,1.09228,999.89486,-100.09656,2.40302,old-fashioned silt,0.63058,0.98226,5475.52542,-89187.00273,True,False,-44.23771
1.65400,-0.50718,999.68015,-100.27707,-1.11579,surströmming,-1.37104,0.87233,5475.83865,-89184.76000,True,False,32.54031
0.25293,0.62401,999.98161,-100.02601,1.37282,silt med onions,-1.56820,-1.09989,5473.88912,-89186.29927,True,False,-37.36260
2.82750,-1.74268,999.59927,-100.33130,-3.83390,surströmming,0.97921,1.89466,5478.90172,-89188.24127,True,False,91.17443
-0.64756,1.94468,999.73657,-100.22534,4.27830,mustard silt,0.01396,0.42990,5474.19092,-89185.31693,True,False,-82.50987
0.46541,0.36050,999.80622,-100.17533,0.79311,surströmming,-0.46520,-2.14361,5478.73571,-89188.07466,True,False,-26.82637
-0.30850,1.32513,999.92554,-100.07383,2.91528,mustard silt,-1.46736,-0.89029,5475.07194,-89184.65938,True,False,-65.46233
3.13670,-1.95126,999.57885,-100.35482,-4.29276,surströmming,-0.25761,-0.39180,5475.73751,-89187.62393,True,False,106.62442
1.12777,-0.42203,999.65049,-100.29105,-0.92846,surströmming,-0.52491,1.52334,5476.38357,-89185.25709,True,False,6.21352
1.11442,-0.23067,1000.08021,-99.94511,-0.50748,surströmming,-0.55116,-0.54991,5473.65137,-89185.13808,True,False,5.76088
2.01753,-1.14440,1000.06600,-99.97189,-2.51767,surströmming,-2.83442,0.28980,5475.25931,-89184.92670,True,False,50.90938
3.39971,-2.42868,999.97224,-100.03975,-5.34309,surströmming,-1.30317,-0.00140,5471.65954,-89187.32026,False,False,119.97170
-0.15084,1.06351,999.39727,-100.49767,2.33973,surströmming,-0.19925,0.33477,5478.28855,-89186.37664,True,False,-57.84349
-1.98707,2.55459,999.58839,-100.33523,5.62011,mustard silt,0.78924,-1.84008,5475.33578,-89188.44923,True,False,-149.55940
2.11511,-0.97498,999.61316,-100.32463,-2.14495,surströmming,-0.01494,0.07316,5475.52754,-89185.37444,True,False,55.56199
0.59077,0.31566,999.13357,-100.71294,0.69446,surströmming,1.45019,-1.06822,5472.16589,-89184.90090,True,False,-20.89485
0.84463,0.08551,999.51385,-100.40963,0.18813,surströmming,2.82255,-1.06656,5474.09112,-89186.29156,True,False,-8.01140
1.08238,-0.05295,999.63943,-100.30238,-0.11649,surströmming,-0.51115,0.32469,5473.09736,-89184.86054,True,False,3.93893
1.69931,-0.59924,999.44296,-100.46157,-1.31833,surströmming,-0.86047,-0.26803,5477.76242,-89187.79527,True,False,34.68713
2.26833,-1.42404,999.52824,-100.40825,-3.13288,surströmming,0.15464,0.41440,5474.87290,-89186.25657,True,False,63.18045
1.15679,-0.18669,999.85000,-100.12745,-0.41071,surströmming,0.35832,0.33516,5475.84539,-89188.50111,True,False,7.76442
0.12762,0.98197,999.29072,-100.58002,2.16033,surströmming,-1.15997,2.14153,5474.89872,-89183.62962,True,False,-43.97374
2.26651,-1.03207,999.47237,-100.42965,-2.27055,surströmming,-1.82411,0.48528,5472.10307,-89185.47915,True,False,63.06166
1.69015,-0.74387,999.97297,-100.03163,-1.63651,surströmming,-0.26522,-0.33513,5478.49129,-89186.46160,True,False,34.49411
2.14086,-0.74868,999.42006,-100.48096,-1.64709,surströmming,-0.72298,-0.58937,5477.71108,-89185.22278,True,False,56.75314
0.37241,0.65625,1000.20903,-99.84556,1.44375,mustard silt,2.88712,-0.04592,5476.01323,-89186.45045,True,False,-31.27503
0.79338,-0.12348,999.89645,-100.08970,-0.27166,surströmming,-0.49528,0.37809,5474.25111,-89185.74777,True,False,-10.38285
-0.55636,1.39677,999.98547,-100.02530,3.07290,mustard silt,0.11185,-0.86938,5476.90935,-89184.58569,True,False,-77.82513
0.87183,-0.01403,999.88656,-100.10756,-0.03086,surströmming,-2.20325,-0.28223,5475.73889,-89184.87689,True,False,-6.46526
-0.54237,1.69190,999.85468,-100.12452,3.72218,mustard silt,0.53545,-0.45183,5475.41333,-89186.57195,True,False,-77.19101
0.50609,0.42229,1000.30614,-99.77716,0.92905,mustard silt,-2.29824,-1.01961,5474.47936,-89187.82501,True,False,-24.54223
0.86141,0.11068,1000.14792,-99.89112,0.24350,surströmming,-0.02807,-1.49686,5476.79721,-89187.39978,True,False,-6.85569
0.07051,0.95925,1000.08656,-99.94063,2.11034,mustard silt,-0.69147,0.23401,5477.85387,-89186.51512,True,False,-46.43124
2.62396,-1.47366,999.70784,-100.24798,-3.24206,surströmming,-1.43905,-0.79087,5473.70650,-89184.68776,True,False,81.05210
0.72426,0.27665,1000.03093,-99.98826,0.60864,surströmming,0.16981,0.20024,5481.33907,-89184.71105,True,False,-13.77175
0.69733,0.31265,999.78574,-100.17590,0.68782,surströmming,0.56476,-0.48297,5476.24899,-89184.65056,True,False,-15.24042
0.04836,1.05214,999.50648,-100.41379,2.31472,surströmming,-1.86202,1.71332,5473.79234,-89187.26914,True,False,-47.82892
-0.32297,1.40035,999.51663,-100.41096,3.08076,silt med onions,0.06416,1.94009,5473.25908,-89186.69614,True,False,-66.39039
2.95742,-2.04736,999.63446,-100.31583,-4.50420,surströmming,-2.88016,-0.61314,5475.97141,-89186.51093,True,False,97.68840
0.94488,0.04874,999.61542,-100.32330,0.10722,surströmming,-1.88973,1.12675,5473.82290,-89185.22549,True,False,-2.94843
1.39259,-0.17444,999.51020,-100.40314,-0.38378,surströmming,-0.59413,0.03823,5473.63519,-89186.23341,True,False,19.38452
1.36271,-0.18491,999.74909,-100.21037,-0.40681,surströmming,-0.66454,0.56136,5479.11635,-89185.93688,True,False,18.00997
-1.85416,2.69088,999.86447,-100.11954,5.91993,mustard silt,-0.01237,-0.31085,5477.92266,-89186.83379,True,False,-142.77579
0.19352,0.76910,999.78179,-100.19067,1.69201,surströmming,0.45806,0.03462,5474.60515,-89188.42186,True,False,-40.43330
1.18131,-0.02546,999.55393,-100.37360,-0.05600,surströmming,0.78777,-1.09100,5472.85280,-89186.06786,True,False,8.84224
-0.80806,2.09041,999.79966,-100.17546,4.59891,mustard silt,0.12676,-0.55115,5478.69292,-89183.62036,True,False,-90.50321
1.64778,-0.57723,999.70727,-100.25574,-1.26990,surströmming,-3.28770,-4.06355,5475.44953,-89184.25710,True,False,32.24262
1.86625,-0.78000,999.18468,-100.67183,-1.71600,surströmming,-1.64735,-0.47405,5474.64122,-89187.14191,True,False,42.90503
2.11864,-0.95478,999.59268,-100.34651,-2.10052,surströmming,0.93849,1.86676,5476.01164,-89183.78818,True,False,55.72849
0.31085,0.72270,999.96458,-100.04200,1.58995,curry silt,-1.11630,0.30390,5475.39147,-89185.55814,True,False,-34.47503
1.13853,-0.12222,999.87346,-100.11570,-0.26889,surströmming,-1.82484,-0.20349,5472.18509,-89186.46198,True,False,6.86324
2.36891,-1.25495,999.63523,-100.30495,-2.76088,surströmming,0.22380,-0.00324,5473.85802,-89186.69978,True,False,68.26307
0.63282,0.21734,999.95070,-100.05236,0.47815,surströmming,0.39528,1.14815,5472.79917,-89185.08263,True,False,-18.38379
1.02689,0.04421,999.84675,-100.13680,0.09727,surströmming,0.68533,0.34477,5475.38688,-89187.05841,True,False,1.26769
1.20495,-0.29711,1000.22023,-99.83899,-0.65364,surströmming,1.08370,-1.52844,5473.31601,-89185.77918,True,False,10.35751
1.15898,-0.17655,999.64818,-100.30384,-0.38840,surströmming,1.79606,-1.63620,5476.18916,-89183.81223,True,False,7.77302
-0.48681,1.45416,999.49674,-100.41766,3.19916,silt med onions,0.45911,0.85901,5477.11584,-89187.15310,True,False,-74.59208
0.61438,0.71626,999.69872,-100.24479,1.57577,surströmming,-1.34347,2.17389,5475.06394,-89182.64547,True,False,-19.43140
1.42004,-0.41984,999.47326,-100.43309,-0.92366,surströmming,1.72046,-2.53368,5473.18529,-89186.50061,True,False,20.73876
2.09343,-1.11024,1000.09268,-99.93987,-2.44253,surströmming,0.53235,0.06215,5473.91792,-89184.93537,True,False,54.71786
1.49796,-0.37783,999.58541,-100.34955,-0.83122,surströmming,-1.11523,-1.92838,5473.79640,-89186.45518,True,False,24.69059
0.71735,0.41275,999.93077,-100.06497,0.90804,surströmming,-0.79769,0.57209,5473.69933,-89184.67645,True,False,-14.16701
1.27935,-0.26854,999.53932,-100.39028,-0.59078,surströmming,-1.61708,-0.89918,5480.34451,-89187.87747,True,False,13.73714
1.52040,-0.69921,999.87285,-100.11428,-1.53825,surströmming,0.08003,0.03825,5477.98842,-89185.29167,True,False,25.95621
2.20017,-1.36758,999.42598,-100.47118,-3.00867,surströmming,1.87028,1.20733,5478.25564,-89186.87769,True,False,59.72137
1.17619,-0.11053,1000.12690,-99.90485,-0.24317,surströmming,0.59374,0.66803,5473.07948,-89186.09017,True,False,8.87272
2.16470,-1.21005,999.49115,-100.43621,-2.66212,surströmming,-0.51564,0.30864,5474.62645,-89185.86044,True,False,57.98049
2.55567,-1.67033,999.45443,-100.45010,-3.67473,surströmming,-1.57637,-0.29577,5479.39456,-89188.27544,True,False,77.51087
0.51396,0.58885,999.65676,-100.28963,1.29547,surströmming,1.32785,-3.24423,5474.46959,-89183.25144,True,False,-24.47384
-0.31729,1.36194,1000.22203,-99.83953,2.99626,mustard silt,-0.83469,-1.75534,5473.37517,-89185.98382,True,False,-65.75334
1.72920,-0.60324,999.99263,-100.01171,-1.32713,surströmming,0.76577,-0.53093,5477.30629,-89187.49502,True,False,36.45632
0.68183,0.23642,999.22809,-100.62905,0.52012,surströmming,-1.13204,0.35653,5475.52330,-89187.02470,True,False,-16.29424
1.32536,-0.20834,1000.19498,-99.86832,-0.45834,surströmming,-1.81829,-0.44919,5473.12524,-89186.17494,True,False,16.36566
0.16113,0.78256,999.90648,-100.08607,1.72163,curry silt,-0.40413,-0.20401,5473.00844,-89185.77013,True,False,-41.99046
1.08444,-0.01972,999.94441,-100.05785,-0.04337,surströmming,-0.23207,1.11138,5475.19361,-89185.61666,True,False,4.19441
0.22525,0.77052,999.39412,-100.49959,1.69514,surströmming,-0.92630,0.79223,5470.78438,-89186.60638,True,False,-39.04054
1.75284,-0.77281,999.49913,-100.41214,-1.70018,surströmming,1.51664,-0.76622,5475.38581,-89186.05874,True,False,37.39167
2.05320,-1.10859,999.33846,-100.53785,-2.43890,surströmming,-0.40815,0.14083,5474.19880,-89184.76243,True,False,52.32932
0.82818,-0.22785,999.34022,-100.53578,-0.50127,surströmming,-2.15506,0.14419,5474.30002,-89186.00446,True,False,-8.92096
-0.42074,1.62537,999.83125,-100.14653,3.57581,mustard silt,0.66855,-0.67554,5472.40347,-89185.18909,True,False,-71.12138
-0.61820,1.62802,1000.08378,-99.93906,3.58164,mustard silt,0.03063,-0.54465,5477.18306,-89186.32186,True,False,-80.86811
0.28108,0.66933,999.82266,-100.16138,1.47253,surströmming,-1.78758,-1.76913,5475.70164,-89186.47458,True,False,-36.03471
1.85054,-0.81956,999.59974,-100.33300,-1.80303,surströmming,-0.50263,0.35199,5473.68945,-89187.53342,True,False,42.32688
0.48319,0.36121,999.46210,-100.46253,0.79467,surströmming,-0.70520,-1.29077,5472.94030,-89185.62080,True,False,-26.10965
1.13353,-0.24191,1000.07802,-99.94260,-0.53221,surströmming,-0.46857,0.64479,5474.70868,-89186.34747,True,False,6.71540
2.50385,-1.18464,999.59674,-100.33270,-2.60621,surströmming,0.71256,1.61795,5474.80787,-89185.66594,True,False,74.99071
1.68611,-0.38393,999.55312,-100.38818,-0.84464,surströmming,-1.34737,1.49502,5474.23853,-89185.91138,True,False,34.08222
0.01433,0.77043,999.56242,-100.36117,1.69494,surströmming,0.43531,0.87496,5478.60070,-89189.80014,True,False,-49.50212
0.51406,0.51622,1000.06199,-99.95920,1.13569,curry silt,-0.02370,0.45283,5473.70732,-89187.13787,True,False,-24.26591
0.76246,0.28626,999.43032,-100.47377,0.62978,surströmming,-0.46705,-0.82958,5474.48959,-89185.17446,True,False,-12.16182
2.16421,-0.88975,999.71684,-100.23914,-1.95746,surströmming,-0.19233,0.17365,5474.37969,-89185.48017,True,False,58.06915
2.09396,-1.13533,999.99177,-100.01273,-2.49774,surströmming,0.43078,0.29885,5479.20819,-89186.43351,True,False,54.69390
0.43892,0.72926,999.37451,-100.51939,1.60438,surströmming,0.25280,0.26262,5475.65748,-89181.92777,True,False,-28.36654
-0.69447,1.62554,999.77630,-100.19445,3.57619,mustard silt,-0.82400,0.21704,5474.86589,-89185.70028,True,False,-84.83516
0.33420,0.86080,1000.24819,-99.81660,1.89377,mustard silt,0.36719,0.06781,5473.62623,-89186.73021,True,False,-33.16573
0.82837,0.22298,999.50238,-100.41563,0.49055,surströmming,0.92158,0.12277,5472.49325,-89186.22542,True,False,-8.83045
2.31503,-1.20401,999.45611,-100.44938,-2.64883,surströmming,0.61429,0.15967,5473.73695,-89184.87430,True,False,65.47946
-0.00645,0.94182,999.79284,-100.18796,2.07201,silt med onions,3.74116,3.34171,5473.34812,-89185.42872,True,False,-50.42613
1.85427,-0.72003,999.52864,-100.38977,-1.58407,surströmming,0.18853,0.67547,5477.84919,-89185.14989,True,False,42.47789
0.56434,0.51632,999.63641,-100.30865,1.13590,surströmming,-1.82257,-0.48783,5477.05425,-89187.16112,True,False,-21.96491
1.59524,-0.34418,999.74521,-100.21549,-0.75720,surströmming,0.42720,-0.75820,5473.63838,-89186.48017,True,False,29.63439
0.50123,0.28106,999.71664,-100.24766,0.61833,surströmming,-0.82475,0.36814,5475.11839,-89184.91934,True,False,-25.08026
-0.14597,1.10746,999.32414,-100.55210,2.43642,surströmming,-0.54812,-0.29224,5475.37553,-89182.69979,True,False,-57.63626
1.03687,0.04640,999.85983,-100.12717,0.10207,surströmming,1.20481,-0.06711,5477.84855,-89184.59298,True,False,1.77352
0.63843,0.24779,1000.10556,-99.92311,0.54513,silt med schnapps,2.20695,0.04210,5477.81057,-89185.38131,True,False,-18.02561
1.11947,-0.32933,999.76812,-100.19998,-0.72453,surströmming,1.28909,1.51469,5479.36583,-89184.90934,True,False,5.85766
1.95113,-0.68307,999.35673,-100.53090,-1.50275,surströmming,0.09152,0.47721,5472.30527,-89187.23666,True,False,47.23505
0.95679,0.04865,999.62221,-100.31474,0.10702,surströmming,0.02793,0.17466,5479.12893,-89183.05750,True,False,-2.34940
1.67546,-0.73686,1000.05145,-99.97032,-1.62108,surströmming,1.69347,0.84693,5474.41147,-89187.06910,True,False,33.79893
1.89841,-1.04450,999.49031,-100.42403,-2.29791,surströmming,0.93185,0.99886,5478.83464,-89187.12648,True,False,44.66565
-0.46138,1.38997,999.63579,-100.30684,3.05793,mexicansk silt,-0.38769,-2.48291,5476.62600,-89188.03847,True,False,-73.25087
1.76929,-0.88992,999.81684,-100.15948,-1.95783,surströmming,-0.39944,0.38393,5474.56900,-89185.54362,True,False,38.37271
-0.43951,1.34806,999.77257,-100.20812,2.96573,mustard silt,-0.21813,4.53559,5474.77983,-89185.67819,True,False,-72.08945
2.06195,-1.05511,1000.06932,-99.95806,-2.32125,surströmming,2.60636,-0.56573,5473.94739,-89185.54443,True,False,53.13204
2.01477,-1.13938,999.97388,-100.03648,-2.50664,surströmming,1.31854,1.40006,5477.64997,-89187.04148,True,False,50.72561
2.91660,-1.70031,999.86099,-100.11943,-3.74068,surströmming,0.88970,0.73242,5478.85302,-89185.98608,True,False,95.76061
0.56349,0.22679,999.42639,-100.47132,0.49893,surströmming,1.87758,1.53412,5476.46183,-89185.99621,True,False,-22.11228
1.91071,-1.00010,999.58638,-100.35510,-2.20022,surströmming,1.88878,-0.25543,5476.73052,-89186.14988,True,False,45.32851
3.11661,-2.20258,999.76980,-100.19385,-4.84567,surströmming,-0.45155,0.94607,5476.85538,-89185.70522,True,False,105.71536
0.78117,0.35512,999.19497,-100.65736,0.78127,surströmming,-0.55123,0.43328,5473.04498,-89186.66767,True,False,-11.34383
1.84046,-0.59269,999.81701,-100.16033,-1.30392,surströmming,-0.33566,0.45678,5474.34232,-89185.69172,True,False,41.93145
0.85478,-0.00906,1000.06450,-99.96835,-0.01993,surströmming,1.10198,0.01732,5473.91224,-89185.05874,True,False,-7.22860
1.76309,-0.84569,1000.06235,-99.95524,-1.86052,surströmming,-0.32779,0.42881,5479.10598,-89185.78803,True,False,38.18561
1.63667,-0.33670,999.53898,-100.38296,-0.74074,surströmming,-0.73900,0.87643,5474.08397,-89185.95764,True,False,31.60312
1.74413,-0.87843,999.44149,-100.46125,-1.93254,surströmming,-0.10362,-0.15818,5476.19581,-89186.14684,True,False,36.92723
1.45934,-0.52014,999.54906,-100.37314,-1.14431,surströmming,-0.77535,0.35726,5477.33072,-89185.19813,True,False,22.74144
0.60547,0.46987,999.58074,-100.34188,1.03371,surströmming,-1.81715,-0.34420,5475.36581,-89185.45140,True,False,-19.93592
0.24260,0.65911,999.48098,-100.43192,1.45004,surströmming,0.40485,-0.46534,5480.29123,-89185.30494,True,False,-38.12964
2.12035,-1.14292,999.72061,-100.23359,-2.51442,surströmming,0.47377,-1.66397,5477.48921,-89187.22259,True,False,55.87773
1.82556,-0.93381,999.93170,-100.08226,-2.05438,surströmming,1.24032,2.42069,5474.19998,-89187.48029,True,False,41.24376
1.84658,-0.95946,999.99065,-100.02273,-2.11082,surströmming,-0.33552,0.13772,5474.58774,-89186.20284,True,False,42.32455
2.07295,-0.67816,999.64716,-100.29539,-1.49196,surströmming,-2.13143,-3.86223,5474.47059,-89186.29091,True,False,53.47089
0.93592,0.04423,1000.19356,-99.86553,0.09731,surströmming,1.12065,-0.07775,5473.13079,-89186.03272,True,False,-3.10712
2.26701,-1.12802,999.96483,-100.03150,-2.48165,surströmming,0.58133,-0.08379,5474.74179,-89185.99515,True,False,63.33279
0.18837,0.86927,999.35703,-100.53334,1.91238,surströmming,1.41930,0.41712,5472.47485,-89189.31190,True,False,-40.90321
2.73225,-1.74236,1000.05654,-99.96658,-3.83319,surströmming,0.65336,0.73082,5478.85063,-89186.86882,False,False,86.64086
0.23705,0.71619,999.71027,-100.24441,1.57562,surströmming,0.93922,-0.06679,5474.16439,-89185.39597,True,False,-38.29247
0.02656,0.83660,999.32351,-100.55463,1.84052,surströmming,-1.30837,-0.06218,5474.56325,-89186.64504,True,False,-49.01045
0.85692,0.33139,1000.19110,-99.85662,0.72906,curry silt,0.33901,-2.24553,5474.93167,-89186.15840,True,False,-7.05849
2.98932,-1.90794,999.39892,-100.49688,-4.19747,surströmming,0.15122,-0.76722,5479.35021,-89186.90705,True,False,99.16568
0.32032,0.93077,1000.25227,-99.81194,2.04769,mustard silt,1.40001,-4.34366,5473.94664,-89187.12534,True,False,-33.85786
2.12592,-0.89887,999.50286,-100.41871,-1.97751,surströmming,0.32616,-1.35399,5473.97644,-89187.54087,True,False,56.04739
3.11417,-2.02429,1000.11070,-99.92030,-4.45343,surströmming,0.01163,-0.73698,5474.03661,-89187.79355,False,False,105.76379
1.88100,-0.81837,1000.05993,-99.96396,-1.80040,surströmming,0.25726,-0.71965,5480.04806,-89185.04978,True,False,44.07997
0.60178,0.29456,1000.33951,-99.74347,0.64802,old-fashioned silt,1.69372,-1.32892,5474.15345,-89185.43980,True,False,-19.74117
1.39150,-0.40385,1000.04119,-99.97580,-0.88846,surströmming,1.67483,-1.78390,5474.65362,-89188.18838,True,False,19.59541
0.81782,0.26594,999.74335,-100.22279,0.58508,surströmming,0.58577,1.21523,5475.59889,-89185.73445,True,False,-9.23729
0.49184,0.40749,999.79859,-100.17576,0.89648,surströmming,0.01970,1.83424,5475.30012,-89186.11710,True,False,-25.50868
0.45914,0.78469,999.83329,-100.14650,1.72632,silt med schnapps,-0.50347,0.68625,5480.63559,-89184.20471,True,False,-27.12628
1.19230,-0.20563,1000.09067,-99.93688,-0.45238,surströmming,1.11765,-0.45120,5473.49975,-89185.37427,True,False,9.66018
1.08737,0.04003,1000.16869,-99.87606,0.08807,surströmming,0.22343,-0.68478,5477.21255,-89186.50527,True,False,4.45304
0.36203,0.61209,999.30448,-100.58123,1.34661,surströmming,0.15169,1.58420,5471.82388,-89185.95351,True,False,-32.24626
-0.88748,1.68062,999.95862,-100.03930,3.69736,mustard silt,-0.42427,1.28681,5474.46946,-89187.65966,True,False,-94.39459
0.42206,0.39714,999.62153,-100.31295,0.87370,surströmming,1.69660,0.31907,5473.99919,-89183.56398,True,False,-29.08630
-0.12664,0.67444,999.48874,-100.42187,1.48376,surströmming,-0.68648,0.40466,5474.36156,-89184.86934,True,False,-56.58772
1.66450,-0.78732,999.71864,-100.24098,-1.73209,surströmming,-0.16047,0.12025,5474.35085,-89186.10282,True,False,33.08431
1.98499,-1.22082,999.92868,-100.06528,-2.68580,surströmming,-0.80446,-0.32490,5470.80026,-89185.98595,True,False,49.21399
1.45396,-0.68217,999.79356,-100.18055,-1.50077,surströmming,1.08448,0.38207,5478.40526,-89187.48079,True,False,22.59453
0.78867,0.23269,1000.01138,-100.00069,0.51192,surströmming,0.88373,-0.42830,5473.57269,-89185.61753,True,False,-10.56103
0.92688,0.01637,999.71714,-100.23636,0.03602,surströmming,-0.33532,1.24270,5472.40462,-89185.73433,True,False,-3.79753
1.21158,-0.15682,999.89136,-100.09667,-0.34500,surströmming,0.68208,0.39862,5475.87907,-89184.12863,True,False,10.52489
0.20033,0.80432,999.81782,-100.16505,1.76950,silt med schnapps,0.51958,0.35591,5476.22912,-89184.78193,True,False,-40.07439
1.44648,-0.45402,999.64277,-100.29738,-0.99884,surströmming,0.72014,0.31640,5473.21499,-89185.35610,True,False,22.14526
1.78451,-0.90499,999.69753,-100.25889,-1.99097,surströmming,-0.37421,-0.85310,5474.12138,-89186.54881,True,False,39.07434
0.46664,0.67282,999.46033,-100.45219,1.48021,surströmming,0.51304,-0.40164,5475.68256,-89184.74621,True,False,-26.93802
2.09556,-1.31859,999.55086,-100.37439,-2.90089,surströmming,1.98169,1.55747,5472.73471,-89189.98328,True,False,54.55325
2.16542,-1.24109,999.56870,-100.36229,-2.73039,surströmming,1.39588,-0.70347,5475.31899,-89185.67576,True,False,58.05535
0.19879,0.68706,999.93242,-100.06439,1.51153,silt med onions,-0.97297,0.61892,5478.32622,-89187.16497,True,False,-40.09407
0.41604,0.59421,1000.01741,-99.99580,1.30727,curry silt,-1.22874,-0.16463,5475.09475,-89187.25379,True,False,-29.18947
0.69708,0.11904,999.57297,-100.37043,0.26190,surströmming,0.02043,-0.77761,5473.14471,-89185.89389,True,False,-15.35969
2.40790,-1.29227,1000.04614,-99.98449,-2.84299,surströmming,1.27146,-0.69457,5474.22322,-89185.83830,True,False,70.41788
0.01255,0.98812,999.72595,-100.22567,2.17386,silt med schnapps,0.37662,-1.86321,5473.32627,-89185.14049,True,False,-49.50957
2.79732,-1.57563,999.64868,-100.30165,-3.46638,surströmming,-0.11019,0.32708,5473.93744,-89184.17385,True,False,89.69025
1.65558,-0.90677,999.30987,-100.57511,-1.99489,surströmming,-1.94164,2.49969,5474.59134,-89186.57985,True,False,32.43377
2.85855,-1.71251,999.25917,-100.60281,-3.76753,surströmming,-0.33589,1.25767,5477.27334,-89183.32970,True,False,92.55712
-0.36753,1.33967,1000.36434,-99.73095,2.94727,mustard silt,0.03903,0.01736,5475.06002,-89185.13648,True,False,-68.19437
-1.08500,2.28684,999.63433,-100.30970,5.03104,mustard silt,-0.65370,-1.50344,5479.27320,-89188.41777,True,False,-104.43301
2.48334,-1.48783,999.48897,-100.42925,-3.27323,surströmming,-0.62740,-0.57955,5474.47615,-89185.84905,True,False,73.91141
1.77174,-0.88341,1000.14587,-99.89322,-1.94350,surströmming,0.31160,-0.37645,5473.99642,-89186.42102,True,False,38.65994
0.79209,0.26295,999.34618,-100.53459,0.57850,surströmming,1.26403,1.09285,5476.78611,-89184.51237,True,False,-10.72248
